"p_cond_mean","p_cond_std","e_mean","e_std","sel_e_mean","sel_e_std"
"0.09252176433801651","0.050699301064014435","2.6455764770507812","0.06681603193283081","15.314837455749512","0.6434673070907593"
"0.09213050454854965","0.05159828066825867","2.6405751705169678","0.07695788890123367","15.037832260131836","0.6177051663398743"
"0.0940338671207428","0.05454609915614128","2.6276509761810303","0.1006350889801979","14.525157928466797","0.7059101462364197"
"0.09480493515729904","0.057575773447752","2.6044867038726807","0.13516481220722198","13.471029281616211","0.6306688189506531"
"0.09747564792633057","0.05968213453888893","2.582482099533081","0.16142794489860535","12.4187593460083","0.6141180992126465"
"0.09943317621946335","0.06204954907298088","2.5570449829101562","0.18793123960494995","11.046805381774902","0.630168616771698"
"0.09719431400299072","0.06408966332674026","2.527898073196411","0.21392394602298737","8.976716041564941","0.4467022716999054"
"0.10023674368858337","0.0662451758980751","2.4946646690368652","0.23907561600208282","7.039770126342773","0.5602709650993347"
"0.09743712842464447","0.06586010754108429","2.4514641761779785","0.2636215388774872","4.682798385620117","0.4203786253929138"
"0.09665369242429733","0.062733955681324","2.397045373916626","0.28514355421066284","2.247262954711914","0.3072971999645233"
"0.11257308721542358","0.06688430160284042","2.463299036026001","0.0742848813533783","16.7467098236084","0.7126805186271667"
"0.11288462579250336","0.06604820489883423","2.4645836353302","0.07878423482179642","16.585817337036133","0.7156621217727661"
"0.11268042027950287","0.0652036964893341","2.46733021736145","0.09372124820947647","15.93524169921875","0.6294794678688049"
"0.1098138764500618","0.06426255404949188","2.4684336185455322","0.11838410049676895","14.592060089111328","0.7710990905761719"
"0.10812294483184814","0.06310614198446274","2.4662835597991943","0.14759062230587006","13.169812202453613","0.6665254831314087"
"0.10640820860862732","0.06251540035009384","2.4602935314178467","0.1751745343208313","11.533617973327637","0.622965931892395"
"0.10483536124229431","0.05952589586377144","2.448507308959961","0.20402562618255615","9.561206817626953","0.5441334843635559"
"0.10224682092666626","0.057791367173194885","2.430131196975708","0.23067158460617065","7.297001838684082","0.43227455019950867"
"0.10032331198453903","0.05768759548664093","2.405388593673706","0.2533090114593506","4.874309539794922","0.42252641916275024"
"0.0984635278582573","0.056524500250816345","2.3740310668945312","0.2718241214752197","2.308697462081909","0.2624213397502899"
"0.11283571273088455","0.06520291417837143","2.4523422718048096","0.06577326357364655","16.862316131591797","0.7057262063026428"
"0.1137925311923027","0.0646410584449768","2.4504008293151855","0.07437700033187866","16.754793167114258","0.6738858819007874"
"0.11347646266222","0.06430525332689285","2.4420008659362793","0.10135438293218613","16.05611801147461","0.725645899772644"
"0.11287463456392288","0.06464382261037827","2.4250264167785645","0.13300836086273193","14.86770248413086","0.6995915174484253"
"0.11263381689786911","0.06475026160478592","2.4040799140930176","0.16399577260017395","13.486586570739746","0.5962117910385132"
"0.11299179494380951","0.06468196213245392","2.3770365715026855","0.19216766953468323","11.941650390625","0.6425291895866394"
"0.11383192986249924","0.06594281643629074","2.3389792442321777","0.2214142382144928","9.92525863647461","0.6101006865501404"
"0.116119883954525","0.06719695776700974","2.2912845611572266","0.24786299467086792","7.748154163360596","0.5733442306518555"
"0.11562991142272949","0.0675121322274208","2.232703924179077","0.2690880298614502","5.221096038818359","0.4316687285900116"
"0.1170063391327858","0.06819800287485123","2.1598687171936035","0.2853299081325531","2.513531446456909","0.30642232298851013"
